,date,average_price,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,type,year,geography,month,other_plu
6006,2016-01-24,1.61,9059,5138,1669,0,2251.58,2187.87,63.71,0.0,organic,2016,Phoenix/Tucson,1,2252
6007,2016-01-24,1.2,96487,106,63654,1741,30985.12,24102.68,6882.44,0.0,conventional,2016,Pittsburgh,1,30986
6008,2016-01-24,1.16,1940,235,132,0,1572.45,1526.47,45.98,0.0,organic,2016,Pittsburgh,1,1573
6009,2016-01-24,1.16,1261352,360743,518203,16918,365487.75,315428.95,47910.39,2148.41,conventional,2016,Plains,1,365488
6010,2016-01-24,1.33,56919,4015,16269,8256,28377.35,11379.03,16998.32,0.0,organic,2016,Plains,1,28379
6011,2016-01-24,0.9,596989,60000,208201,17305,311482.39,307475.27,3800.73,206.39,conventional,2016,Portland,1,311483
6012,2016-01-24,1.6,17724,1555,8077,15,8076.54,0.0,8076.54,0.0,organic,2016,Portland,1,8077
6013,2016-01-24,0.96,242512,20211,135264,26788,60248.95,59121.7,1127.25,0.0,conventional,2016,Raleigh/Greensboro,1,60249
6014,2016-01-24,1.59,5276,113,2235,416,2510.84,2409.12,101.72,0.0,organic,2016,Raleigh/Greensboro,1,2512
6015,2016-01-24,0.97,272314,81685,131405,7716,51506.74,50993.41,513.33,0.0,conventional,2016,Richmond/Norfolk,1,51508
6016,2016-01-24,1.45,5064,114,2524,192,2233.83,1789.47,444.36,0.0,organic,2016,Richmond/Norfolk,1,2234
6017,2016-01-24,0.99,143015,47641,55634,180,39559.2,39026.98,162.22,370.0,conventional,2016,Roanoke,1,39560
6018,2016-01-24,1.55,4774,98,2996,0,1679.44,849.15,830.29,0.0,organic,2016,Roanoke,1,1680
6019,2016-01-24,1.11,409324,55327,278223,18007,57766.9,57734.83,32.07,0.0,conventional,2016,Sacramento,1,57767
6020,2016-01-24,1.73,7361,1130,5939,0,291.56,291.56,0.0,0.0,organic,2016,Sacramento,1,292
6021,2016-01-24,0.85,564637,104831,157896,21607,280302.01,238110.78,42191.23,0.0,conventional,2016,San Diego,1,280303
6022,2016-01-24,1.31,15316,1368,8300,0,5647.39,756.65,4890.74,0.0,organic,2016,San Diego,1,5648
6023,2016-01-24,1.05,844417,115036,621996,41235,66149.41,65970.6,166.4,12.41,conventional,2016,San Francisco,1,66150
6024,2016-01-24,1.89,24292,1127,22922,0,242.05,127.23,114.82,0.0,organic,2016,San Francisco,1,243
6025,2016-01-24,0.92,726078,100315,253246,7343,365172.97,363400.35,1682.71,89.91,conventional,2016,Seattle,1,365174
6026,2016-01-24,1.47,26516,681,11791,63,13980.36,244.19,13736.17,0.0,organic,2016,Seattle,1,13981
6027,2016-01-24,0.95,317032,145616,92970,9676,68767.8,43452.47,25315.33,0.0,conventional,2016,South Carolina,1,68770
6028,2016-01-24,1.5,5939,693,1335,362,3547.9,3458.63,89.27,0.0,organic,2016,South Carolina,1,3549
6029,2016-01-24,0.94,3898235,1193349,1530143,245808,928933.01,705848.56,159609.68,63474.77,conventional,2016,South Central,1,928935
6030,2016-01-24,1.35,70767,23737,5747,0,41283.32,39836.86,1446.46,0.0,organic,2016,South Central,1,41283
6031,2016-01-24,0.9,3895844,2092736,663827,16838,1122442.48,570260.95,552166.44,15.09,conventional,2016,Southeast,1,1122443
6032,2016-01-24,1.55,45545,13968,7078,524,23973.89,22489.24,1484.65,0.0,organic,2016,Southeast,1,23975
6033,2016-01-24,0.97,89537,14122,29929,2793,42692.72,42637.23,17.07,38.42,conventional,2016,Spokane,1,42693
6034,2016-01-24,1.52,1955,53,951,5,944.64,0.0,944.64,0.0,organic,2016,Spokane,1,946
6035,2016-01-24,1.1,167619,38174,28333,4,101107.17,67007.75,34086.25,13.17,conventional,2016,St. Louis,1,101108
6036,2016-01-24,0.68,15106,1490,595,5,13015.0,66.82,12948.18,0.0,organic,2016,St. Louis,1,13016
6037,2016-01-24,1.32,64280,72,34868,31,29307.66,29215.12,92.54,0.0,conventional,2016,Syracuse,1,29309
6038,2016-01-24,1.64,809,1,113,0,694.27,691.49,2.78,0.0,organic,2016,Syracuse,1,695
6039,2016-01-24,0.81,503528,184104,122562,213,196647.84,80146.89,116498.21,2.74,conventional,2016,Tampa,1,196649
6040,2016-01-24,1.44,3907,1147,39,0,2720.8,2717.47,3.33,0.0,organic,2016,Tampa,1,2721
6041,2016-01-24,0.95,32787079,7020459,14054367,1440380,10271872.35,7438489.6,2668368.01,165014.74,conventional,2016,Total U.S.,1,10271873
6042,2016-01-24,1.41,776964,99316,270980,12933,393733.01,204859.71,188873.3,0.0,organic,2016,Total U.S.,1,393735
6043,2016-01-24,0.78,6118107,1121790,2113196,121729,2761390.23,1345680.31,1407886.07,7823.85,conventional,2016,West,1,2761392
6044,2016-01-24,1.27,184872,28542,50418,133,105778.95,43105.63,62673.32,0.0,organic,2016,West,1,105779
6045,2016-01-24,1.12,296402,45720,99167,16034,135481.08,94434.3,24812.34,16234.44,conventional,2016,West Tex/New Mexico,1,135481
6046,2016-01-24,1.47,12171,1554,4656,9,5951.18,5852.36,98.82,0.0,organic,2016,West Tex/New Mexico,1,5952
6047,2016-01-31,1.16,102038,1386,79881,69,20700.95,19788.78,912.17,0.0,conventional,2016,Albany,1,20702
6048,2016-01-31,1.79,1305,34,186,0,1085.43,1085.43,0.0,0.0,organic,2016,Albany,1,1085
6049,2016-01-31,1.04,437490,290451,58974,412,87653.0,54822.3,32830.7,0.0,conventional,2016,Atlanta,1,87653
6050,2016-01-31,1.71,6591,2689,2147,0,1754.53,1163.33,591.2,0.0,organic,2016,Atlanta,1,1755
6051,2016-01-31,1.11,748107,52641,506187,24482,164795.21,161204.17,3591.04,0.0,conventional,2016,Baltimore/Washington,1,164797
6052,2016-01-31,1.47,19026,680,7178,385,10782.49,788.39,9994.1,0.0,organic,2016,Baltimore/Washington,1,10783
6053,2016-01-31,0.94,83755,36196,4791,8440,34326.87,33947.26,46.78,332.83,conventional,2016,Boise,1,34328
6054,2016-01-31,1.24,1660,23,425,0,1211.13,223.33,987.8,0.0,organic,2016,Boise,1,1212
6055,2016-01-31,1.03,651616,6037,501280,25252,119046.84,118219.26,827.58,0.0,conventional,2016,Boston,1,119047
6056,2016-01-31,1.52,8221,6,553,0,7661.85,7494.27,167.58,0.0,organic,2016,Boston,1,7662
6057,2016-01-31,1.21,164453,2015,81676,88,80673.23,79715.45,957.78,0.0,conventional,2016,Buffalo/Rochester,1,80674
6058,2016-01-31,1.81,4647,0,226,0,4420.83,2749.9,1670.93,0.0,organic,2016,Buffalo/Rochester,1,4421
6059,2016-01-31,0.88,6506673,2126066,2069192,287234,2024180.16,1874982.24,134692.75,14505.17,conventional,2016,California,1,2024181
6060,2016-01-31,1.43,155319,17862,79184,124,58147.65,44998.95,13148.7,0.0,organic,2016,California,1,58149
6061,2016-01-31,0.95,214135,36408,108723,25918,43084.67,35669.83,7414.84,0.0,conventional,2016,Charlotte,1,43086
6062,2016-01-31,1.75,3829,354,1734,630,1110.0,1110.0,0.0,0.0,organic,2016,Charlotte,1,1111
6063,2016-01-31,1.12,774091,35213,512608,132958,93310.7,92124.35,1186.35,0.0,conventional,2016,Chicago,1,93312
6064,2016-01-31,1.61,28813,814,27719,0,280.0,280.0,0.0,0.0,organic,2016,Chicago,1,280
6065,2016-01-31,0.94,203005,3261,133276,12917,53550.02,16807.25,33496.41,3246.36,conventional,2016,Cincinnati/Dayton,1,53551
6066,2016-01-31,1.3,11109,335,6835,0,3937.58,166.67,3770.91,0.0,organic,2016,Cincinnati/Dayton,1,3939
6067,2016-01-31,0.92,173311,78646,38158,23466,33039.85,21259.66,9258.85,2521.34,conventional,2016,Columbus,1,33041
6068,2016-01-31,1.28,4289,392,2600,0,1296.88,154.14,1142.74,0.0,organic,2016,Columbus,1,1297
6069,2016-01-31,0.8,1128639,603099,287514,78916,159108.73,121050.99,19753.34,18304.4,conventional,2016,Dallas/Ft. Worth,1,159110
6070,2016-01-31,1.36,15116,7396,626,1,7091.16,7084.49,6.67,0.0,organic,2016,Dallas/Ft. Worth,1,7093
6071,2016-01-31,0.8,892702,167669,270481,27489,427061.75,45613.25,381448.5,0.0,conventional,2016,Denver,1,427063
6072,2016-01-31,0.95,55371,6587,6336,40,42406.64,14951.47,27455.17,0.0,organic,2016,Denver,1,42408
6073,2016-01-31,1.04,364612,131406,59678,96298,77229.01,49335.73,12767.39,15125.89,conventional,2016,Detroit,1,77230
6074,2016-01-31,1.46,10303,1820,5379,0,3104.13,466.67,2637.46,0.0,organic,2016,Detroit,1,3104
6075,2016-01-31,1.13,182986,3588,126342,14941,38114.1,29860.4,3444.96,4808.74,conventional,2016,Grand Rapids,1,38115
6076,2016-01-31,1.54,2267,1297,733,0,236.67,236.67,0.0,0.0,organic,2016,Grand Rapids,1,237
6077,2016-01-31,1.04,3330752,496596,1762047,422063,650045.35,443401.36,158608.4,48035.59,conventional,2016,Great Lakes,1,650046
6078,2016-01-31,1.45,89574,8791,58433,0,22349.66,6581.99,15767.67,0.0,organic,2016,Great Lakes,1,22350
6079,2016-01-31,1.07,240911,30150,141567,148,69045.68,67727.22,1318.46,0.0,conventional,2016,Harrisburg/Scranton,1,69046
6080,2016-01-31,1.49,8501,86,186,15,8213.63,718.76,7494.87,0.0,organic,2016,Harrisburg/Scranton,1,8214
6081,2016-01-31,1.12,390134,5276,322397,255,62204.9,59996.16,2208.74,0.0,conventional,2016,Hartford/Springfield,1,62206
6082,2016-01-31,2.27,4585,126,2375,16,2066.5,1886.38,180.12,0.0,organic,2016,Hartford/Springfield,1,2068
6083,2016-01-31,0.74,1131583,484446,348542,161506,137087.75,68193.77,46086.21,22807.77,conventional,2016,Houston,1,137089
6084,2016-01-31,1.44,10657,7059,63,0,3534.71,3528.04,6.67,0.0,organic,2016,Houston,1,3535
6085,2016-01-31,0.98,175610,8329,102864,22380,42036.06,20098.49,17062.82,4874.75,conventional,2016,Indianapolis,1,42037
6086,2016-01-31,1.38,2450,281,1119,0,1049.89,516.67,533.22,0.0,organic,2016,Indianapolis,1,1050
6087,2016-01-31,1.04,151247,76816,21968,256,52205.58,21691.82,30513.76,0.0,conventional,2016,Jacksonville,1,52207
6088,2016-01-31,1.74,2697,1724,84,10,876.67,876.67,0.0,0.0,organic,2016,Jacksonville,1,879
6089,2016-01-31,0.92,285052,117236,87109,14509,66196.35,48986.42,17209.93,0.0,conventional,2016,Las Vegas,1,66198
6090,2016-01-31,1.68,6797,1776,3076,0,1944.89,1880.81,64.08,0.0,organic,2016,Las Vegas,1,1945
6091,2016-01-31,0.74,3197788,1004134,721988,75111,1396553.06,1288253.52,94240.24,14059.3,conventional,2016,Los Angeles,1,1396555
6092,2016-01-31,1.02,81433,9874,21594,80,49884.36,39705.53,10178.83,0.0,organic,2016,Los Angeles,1,49885
6093,2016-01-31,0.92,101620,2539,70021,4774,24284.78,10918.75,12100.16,1265.87,conventional,2016,Louisville,1,24286
6094,2016-01-31,1.55,1293,6,781,0,506.03,186.67,319.36,0.0,organic,2016,Louisville,1,506
6095,2016-01-31,1.11,492691,287032,79763,168,125726.86,59045.69,66681.17,0.0,conventional,2016,Miami/Ft. Lauderdale,1,125728
6096,2016-01-31,1.54,1844,804,0,0,1040.43,1040.43,0.0,0.0,organic,2016,Miami/Ft. Lauderdale,1,1040
6097,2016-01-31,1.0,2881461,555939,1608441,133521,583559.72,496721.51,84565.77,2272.44,conventional,2016,Midsouth,1,583560
6098,2016-01-31,1.47,71803,3066,32965,2377,33393.95,11815.33,21578.62,0.0,organic,2016,Midsouth,1,33395
6099,2016-01-31,0.95,173689,90482,33297,8012,41896.53,27523.08,14373.45,0.0,conventional,2016,Nashville,1,41898
6100,2016-01-31,1.39,5767,750,2879,0,2137.75,973.33,1164.42,0.0,organic,2016,Nashville,1,2138
6101,2016-01-31,0.88,282933,164436,33071,347,85079.16,74926.48,10152.68,0.0,conventional,2016,New Orleans/Mobile,1,85079
6102,2016-01-31,1.43,3211,623,18,0,2569.59,2569.59,0.0,0.0,organic,2016,New Orleans/Mobile,1,2570
6103,2016-01-31,1.02,1615465,18769,1284268,1383,311043.7,269851.19,41190.34,2.17,conventional,2016,New York,1,311045
6104,2016-01-31,1.83,24749,2126,7493,1235,13894.09,3842.94,10051.15,0.0,organic,2016,New York,1,13895
6105,2016-01-31,1.06,4650798,102906,3443651,59279,1044960.71,981185.6,63773.37,1.74,conventional,2016,Northeast,1,1044962
6106,2016-01-31,1.73,87698,3604,14831,1124,68138.15,34162.83,33975.32,0.0,organic,2016,Northeast,1,68139
6107,2016-01-31,1.07,419786,3328,292519,18558,105379.52,104227.82,1151.7,0.0,conventional,2016,Northern New England,1,105381
6108,2016-01-31,1.65,9140,2,154,0,8984.24,8984.24,0.0,0.0,organic,2016,Northern New England,1,8984
6109,2016-01-31,1.03,329626,163156,61348,159,104962.88,45442.34,59520.54,0.0,conventional,2016,Orlando,1,104963
6110,2016-01-31,1.76,4059,2811,67,0,1180.0,1173.33,6.67,0.0,organic,2016,Orlando,1,1181
6111,2016-01-31,1.04,469689,18326,344188,504,106669.72,97222.56,9447.16,0.0,conventional,2016,Philadelphia,1,106671
6112,2016-01-31,1.53,11396,438,1843,18,9096.07,230.01,8866.06,0.0,organic,2016,Philadelphia,1,9097
6113,2016-01-31,0.64,1113755,663697,293461,21553,135043.24,83060.04,51983.2,0.0,conventional,2016,Phoenix/Tucson,1,135044
6114,2016-01-31,1.53,8134,5035,1072,0,2026.99,1949.17,77.82,0.0,organic,2016,Phoenix/Tucson,1,2027
6115,2016-01-31,1.22,88551,2259,61619,1456,23217.17,17454.05,5763.12,0.0,conventional,2016,Pittsburgh,1,23217
6116,2016-01-31,1.3,1241,292,137,0,812.37,749.21,63.16,0.0,organic,2016,Pittsburgh,1,812
6117,2016-01-31,1.05,1851372,870097,571495,18332,391446.39,340740.98,49335.69,1369.72,conventional,2016,Plains,1,391448
6118,2016-01-31,1.55,40874,3229,17774,1427,18443.52,9100.27,9343.25,0.0,organic,2016,Plains,1,18444
6119,2016-01-31,0.88,674373,83566,223504,18005,349297.17,346063.4,1781.28,1452.49,conventional,2016,Portland,1,349298
6120,2016-01-31,1.35,24571,1049,9316,13,14191.99,42.55,14149.44,0.0,organic,2016,Portland,1,14193
6121,2016-01-31,0.96,290633,61313,145758,26481,57080.4,52157.37,4923.03,0.0,conventional,2016,Raleigh/Greensboro,1,57081
6122,2016-01-31,1.56,5730,188,2631,447,2462.96,1821.85,641.11,0.0,organic,2016,Raleigh/Greensboro,1,2464
6123,2016-01-31,0.98,222414,52910,115933,7356,46214.37,43577.03,2637.34,0.0,conventional,2016,Richmond/Norfolk,1,46215
6124,2016-01-31,1.35,5520,170,2962,284,2104.22,791.72,1312.5,0.0,organic,2016,Richmond/Norfolk,1,2104
6125,2016-01-31,0.99,121477,32756,52095,135,36490.74,34167.03,2323.71,0.0,conventional,2016,Roanoke,1,36491
6126,2016-01-31,1.33,6019,98,3346,0,2573.62,794.41,1779.21,0.0,organic,2016,Roanoke,1,2575
6127,2016-01-31,1.13,434121,145374,209170,19002,60573.61,60564.87,5.83,2.91,conventional,2016,Sacramento,1,60575
6128,2016-01-31,1.73,9768,1966,7082,0,719.99,719.99,0.0,0.0,organic,2016,Sacramento,1,720
6129,2016-01-31,0.72,643326,174249,192217,18036,258822.35,219631.97,39190.38,0.0,conventional,2016,San Diego,1,258824
6130,2016-01-31,1.4,11694,1123,7131,12,3426.75,444.06,2982.69,0.0,organic,2016,San Diego,1,3428
6131,2016-01-31,1.27,805039,236160,431120,57834,79923.38,79401.44,382.4,139.54,conventional,2016,San Francisco,1,79925
6132,2016-01-31,2.3,23630,1637,21868,0,124.03,86.82,37.21,0.0,organic,2016,San Francisco,1,125
6133,2016-01-31,0.98,666670,75852,190462,8910,391444.8,390708.62,174.35,561.83,conventional,2016,Seattle,1,391446
6134,2016-01-31,1.36,33959,434,14514,6,19003.29,4026.28,14977.01,0.0,organic,2016,Seattle,1,19005
6135,2016-01-31,1.01,312455,159088,88740,9166,55459.01,38452.05,17006.96,0.0,conventional,2016,South Carolina,1,55461
6136,2016-01-31,1.54,5545,786,1594,249,2915.25,2786.72,128.53,0.0,organic,2016,South Carolina,1,2916
6137,2016-01-31,0.79,5850128,3003442,1462783,521213,862689.21,623663.62,133279.26,105746.33,conventional,2016,South Central,1,862690
6138,2016-01-31,1.41,69115,29502,4582,2,35027.89,34397.13,630.76,0.0,organic,2016,South Central,1,35029
6139,2016-01-31,1.02,3318109,1774273,625042,15260,903532.76,485345.67,418187.09,0.0,conventional,2016,Southeast,1,903534
6140,2016-01-31,1.63,41361,16328,6860,379,17793.84,16603.66,1190.18,0.0,organic,2016,Southeast,1,17794
6141,2016-01-31,1.0,88040,19600,19030,3497,45912.6,45821.45,76.77,14.38,conventional,2016,Spokane,1,45913
6142,2016-01-31,1.42,2705,49,1306,0,1350.0,0.0,1350.0,0.0,organic,2016,Spokane,1,1350
6143,2016-01-31,1.01,219443,79030,33529,14,106869.22,68748.3,38112.15,8.77,conventional,2016,St. Louis,1,106870
6144,2016-01-31,0.91,8047,1065,618,0,6362.52,28.36,6334.16,0.0,organic,2016,St. Louis,1,6364
6145,2016-01-31,1.2,70174,1181,41173,33,27786.67,27245.24,541.43,0.0,conventional,2016,Syracuse,1,27787
6146,2016-01-31,1.98,1871,0,155,0,1716.61,642.19,1074.42,0.0,organic,2016,Syracuse,1,1716
6147,2016-01-31,0.98,391266,155283,95492,91,140399.07,66287.34,74111.73,0.0,conventional,2016,Tampa,1,140400
6148,2016-01-31,1.6,3198,1598,35,0,1563.89,1563.89,0.0,0.0,organic,2016,Tampa,1,1565
6149,2016-01-31,0.93,34721249,11098088,13278053,1643703,8701404.65,6684515.27,1823889.58,192999.8,conventional,2016,Total U.S.,1,8701405
6150,2016-01-31,1.43,772077,108929,269687,5515,387944.56,204288.83,183655.73,0.0,organic,2016,Total U.S.,1,387946
6151,2016-01-31,0.85,6331953,2168765,1735400,186797,2240990.41,1438474.3,781447.29,21068.82,conventional,2016,West,1,2240991
6152,2016-01-31,1.23,216330,26543,55055,81,134649.92,46628.66,88021.26,0.0,organic,2016,West,1,134651
6153,2016-01-31,0.79,788831,512429,88819,38529,149053.35,94019.44,16913.91,38120.0,conventional,2016,West Tex/New Mexico,1,149054
6154,2016-01-31,1.64,11626,1618,4032,2,5973.29,5957.67,15.62,0.0,organic,2016,West Tex/New Mexico,1,5974
6155,2016-02-07,1.07,169614,2031,157271,109,10200.59,9349.67,850.92,0.0,conventional,2016,Albany,2,10203
6156,2016-02-07,1.81,1252,33,254,0,965.15,962.52,2.63,0.0,organic,2016,Albany,2,965
6157,2016-02-07,0.76,722211,415641,134517,418,171633.14,77183.81,94449.33,0.0,conventional,2016,Atlanta,2,171635
6158,2016-02-07,1.72,5420,1932,2613,0,875.43,160.0,715.43,0.0,organic,2016,Atlanta,2,875
6159,2016-02-07,1.1,966321,73754,621956,48009,222601.19,217666.76,4934.43,0.0,conventional,2016,Baltimore/Washington,2,222602
6160,2016-02-07,1.66,17201,643,7814,346,8398.18,2034.08,6364.1,0.0,organic,2016,Baltimore/Washington,2,8398
6161,2016-02-07,0.82,123715,42825,14822,17989,48078.02,47555.74,452.82,69.46,conventional,2016,Boise,2,48079
6162,2016-02-07,0.84,2073,15,460,0,1596.98,720.0,876.98,0.0,organic,2016,Boise,2,1598
6163,2016-02-07,1.05,678810,5986,511548,25200,136074.64,134178.5,1896.14,0.0,conventional,2016,Boston,2,136076
6164,2016-02-07,1.62,9462,7,1515,0,7938.78,7179.88,758.9,0.0,organic,2016,Boston,2,7940
6165,2016-02-07,1.3,177910,2262,76308,123,99215.19,97444.08,1771.11,0.0,conventional,2016,Buffalo/Rochester,2,99217
6166,2016-02-07,2.11,5017,0,223,0,4794.18,854.05,3940.13,0.0,organic,2016,Buffalo/Rochester,2,4794
6167,2016-02-07,0.7,10361698,2930343,3950852,424389,3056112.91,2693843.02,344774.59,17495.3,conventional,2016,California,2,3056114
6168,2016-02-07,1.38,156586,13085,84118,78,59303.75,42734.34,16569.41,0.0,organic,2016,California,2,59305
6169,2016-02-07,0.8,325941,63128,160544,42056,60211.46,42529.78,17681.68,0.0,conventional,2016,Charlotte,2,60213
6170,2016-02-07,1.82,3529,385,1740,640,763.33,763.33,0.0,0.0,organic,2016,Charlotte,2,764
6171,2016-02-07,0.82,1134049,68454,758581,155377,151635.74,129791.42,21748.61,95.71,conventional,2016,Chicago,2,151637
6172,2016-02-07,1.6,31000,872,29897,0,230.0,230.0,0.0,0.0,organic,2016,Chicago,2,231
6173,2016-02-07,0.81,302337,4898,177380,30149,89909.05,22076.72,61180.85,6651.48,conventional,2016,Cincinnati/Dayton,2,89910
6174,2016-02-07,1.11,14072,443,8905,0,4724.33,203.33,4521.0,0.0,organic,2016,Cincinnati/Dayton,2,4724
6175,2016-02-07,0.81,233905,99884,55303,36191,42525.46,30226.47,6961.25,5337.74,conventional,2016,Columbus,2,42527
6176,2016-02-07,1.31,3999,499,2482,2,1015.39,161.58,853.81,0.0,organic,2016,Columbus,2,1016
6177,2016-02-07,0.71,1515264,766439,410258,143875,194691.13,155052.63,20895.02,18743.48,conventional,2016,Dallas/Ft. Worth,2,194692
6178,2016-02-07,1.27,14931,7123,778,0,7030.72,6954.58,76.14,0.0,organic,2016,Dallas/Ft. Worth,2,7030
6179,2016-02-07,0.63,1365558,230721,557897,18935,558004.25,50217.97,507786.28,0.0,conventional,2016,Denver,2,558005
6180,2016-02-07,1.08,35694,4205,3815,32,27641.03,4198.37,23442.66,0.0,organic,2016,Denver,2,27642
6181,2016-02-07,0.77,594784,169611,118251,192417,114504.99,58664.35,17270.46,38570.18,conventional,2016,Detroit,2,114505
6182,2016-02-07,1.33,10472,1808,5778,0,2885.51,406.67,2478.84,0.0,organic,2016,Detroit,2,2886
6183,2016-02-07,0.94,290555,3935,205006,43866,37746.74,23628.97,2405.92,11711.85,conventional,2016,Grand Rapids,2,37748
6184,2016-02-07,1.46,2112,1353,561,0,196.67,196.67,0.0,0.0,organic,2016,Grand Rapids,2,198
6185,2016-02-07,0.85,4865296,652666,2644419,704466,863744.32,516542.03,238503.11,108699.18,conventional,2016,Great Lakes,2,863745
6186,2016-02-07,1.41,94983,9750,64417,9,20806.64,6395.71,14410.93,0.0,organic,2016,Great Lakes,2,20807
6187,2016-02-07,1.1,310166,42668,186545,334,80618.37,78497.61,2120.76,0.0,conventional,2016,Harrisburg/Scranton,2,80619
6188,2016-02-07,1.91,7315,174,253,7,6879.42,2492.63,4386.79,0.0,organic,2016,Harrisburg/Scranton,2,6881
6189,2016-02-07,1.16,393866,4834,306373,530,82126.77,78438.83,3684.57,3.37,conventional,2016,Hartford/Springfield,2,82129
6190,2016-02-07,2.32,7536,190,5285,13,2047.06,1900.23,146.83,0.0,organic,2016,Hartford/Springfield,2,2048
6191,2016-02-07,0.69,1323490,528669,424427,203797,166595.34,71538.94,75749.73,19306.67,conventional,2016,Houston,2,166597
6192,2016-02-07,1.37,12049,7098,77,0,4874.06,4146.94,727.12,0.0,organic,2016,Houston,2,4874
6193,2016-02-07,0.88,240237,13926,145591,27708,53010.59,24152.64,25269.26,3588.69,conventional,2016,Indianapolis,2,53012
6194,2016-02-07,1.37,3025,363,1459,3,1198.89,533.33,665.56,0.0,organic,2016,Indianapolis,2,1200
6195,2016-02-07,0.54,369757,191441,57532,594,120190.05,53302.46,66879.47,8.12,conventional,2016,Jacksonville,2,120190
6196,2016-02-07,1.7,2292,1370,59,12,850.0,850.0,0.0,0.0,organic,2016,Jacksonville,2,851
6197,2016-02-07,0.74,437746,191144,142489,10624,93487.89,51889.28,41598.61,0.0,conventional,2016,Las Vegas,2,93489
6198,2016-02-07,1.41,7720,1466,2881,0,3371.61,2968.56,403.05,0.0,organic,2016,Las Vegas,2,3373
6199,2016-02-07,0.58,4982700,1262681,1447533,98684,2173800.76,1911608.83,245385.02,16806.91,conventional,2016,Los Angeles,2,2173802
6200,2016-02-07,1.07,80943,7720,22562,37,50624.66,38739.27,11885.39,0.0,organic,2016,Los Angeles,2,50624
6201,2016-02-07,0.85,148704,2805,98136,10193,37569.11,12782.1,22422.61,2364.4,conventional,2016,Louisville,2,37570
6202,2016-02-07,1.59,1259,7,890,0,361.3,83.33,277.97,0.0,organic,2016,Louisville,2,362
6203,2016-02-07,0.59,1180631,649646,241271,231,289481.76,71559.97,217921.79,0.0,conventional,2016,Miami/Ft. Lauderdale,2,289483
6204,2016-02-07,1.44,3152,950,11,0,2190.0,2186.67,3.33,0.0,organic,2016,Miami/Ft. Lauderdale,2,2191
6205,2016-02-07,0.91,4131614,867821,2164456,220032,879304.51,712463.41,162491.57,4349.53,conventional,2016,Midsouth,2,879305
6206,2016-02-07,1.52,70234,2936,33647,2422,31228.16,14107.98,17120.18,0.0,organic,2016,Midsouth,2,31229
6207,2016-02-07,0.77,268608,124530,59611,7759,76708.08,39458.27,37249.81,0.0,conventional,2016,Nashville,2,76708
6208,2016-02-07,1.4,5805,579,2809,0,2417.17,1650.0,767.17,0.0,organic,2016,Nashville,2,2417
6209,2016-02-07,0.58,542750,348348,55886,566,137948.96,114075.87,23873.09,0.0,conventional,2016,New Orleans/Mobile,2,137950
6210,2016-02-07,1.41,2672,305,0,0,2367.0,2367.0,0.0,0.0,organic,2016,New Orleans/Mobile,2,2367
6211,2016-02-07,0.95,2202127,23983,1630429,2999,544715.08,502578.01,42137.07,0.0,conventional,2016,New York,2,544716
6212,2016-02-07,1.95,30482,4811,9963,1515,14192.13,8387.82,5804.31,0.0,organic,2016,New York,2,14193
6213,2016-02-07,1.03,5919226,125570,4290645,59775,1443234.36,1369646.25,73584.63,3.48,conventional,2016,Northeast,2,1443236
6214,2016-02-07,1.9,96595,7260,23222,1329,64781.82,38548.58,26233.24,0.0,organic,2016,Northeast,2,64784
6215,2016-02-07,0.97,605846,3738,531499,16922,53686.19,51858.11,1828.08,0.0,conventional,2016,Northern New England,2,53687
6216,2016-02-07,1.67,9790,6,200,0,9583.72,9583.72,0.0,0.0,organic,2016,Northern New England,2,9584
6217,2016-02-07,0.58,696369,370221,119918,221,206007.2,50078.9,155928.3,0.0,conventional,2016,Orlando,2,206009
6218,2016-02-07,1.7,3886,2384,72,0,1430.0,1430.0,0.0,0.0,organic,2016,Orlando,2,1430
6219,2016-02-07,0.96,675832,16403,385630,1418,272379.84,261473.35,10906.49,0.0,conventional,2016,Philadelphia,2,272381
6220,2016-02-07,1.86,9387,793,2576,10,6007.04,1132.99,4874.05,0.0,organic,2016,Philadelphia,2,6008
6221,2016-02-07,0.55,1609195,1093424,286748,57213,171808.69,88259.09,83549.6,0.0,conventional,2016,Phoenix/Tucson,2,171810
6222,2016-02-07,1.6,9473,5808,991,0,2672.73,2400.51,272.22,0.0,organic,2016,Phoenix/Tucson,2,2674
6223,2016-02-07,1.18,105805,3398,72083,1740,28582.86,21916.83,6666.03,0.0,conventional,2016,Pittsburgh,2,28584
6224,2016-02-07,1.45,992,161,191,0,639.81,538.85,100.96,0.0,organic,2016,Pittsburgh,2,640
6225,2016-02-07,0.83,2838853,1206795,1165322,29501,437233.55,373119.34,62700.76,1413.45,conventional,2016,Plains,2,437235
6226,2016-02-07,1.57,37624,3285,17837,3581,12919.51,8836.54,4082.97,0.0,organic,2016,Plains,2,12921
6227,2016-02-07,0.72,948838,90313,340413,17669,500442.28,498461.43,1358.08,622.77,conventional,2016,Portland,2,500443
6228,2016-02-07,1.12,30022,1306,12257,0,16457.65,12385.21,4072.44,0.0,organic,2016,Portland,2,16459
6229,2016-02-07,0.86,403849,82796,207314,41708,72030.46,66876.3,5151.7,2.46,conventional,2016,Raleigh/Greensboro,2,72031
